date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:25	785222/785222	---M--	200	added ('OK')	image/jpeg	etag:%22bfb46-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/camera_SV-TAYSH-TQ_connect.en.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/camera_SV-TAYSH-TQ_connect.en.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_camera.html)
16:28:25	425272/425272	---M--	200	added ('OK')	image/jpeg	etag:%2267d38-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_wireless_gps_delincomm_en.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_wireless_gps_delincomm_en.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_wireless.html)
16:28:25	102920/102920	---M--	200	added ('OK')	image/jpeg	etag:%2219208-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_wireless_gps.en.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_wireless_gps.en.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_wireless.html)
16:28:26	453/453	---M-Z	200	added ('OK')	text/plain	etag:%221c5-5e95289bf484d-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/module_12V_adapter.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/module_12V_adapter.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_12V_adapter.html)
16:28:26	70243/70243	---M--	200	added ('OK')	image/png	etag:%2211263-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_power_adapter1.png	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_power_adapter1.png	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_12V_adapter.html)
16:28:26	70339/70339	---M--	200	added ('OK')	image/png	etag:%22112c3-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_power_adapter2.png	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_power_adapter2.png	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_12V_adapter.html)
16:28:26	237/237	---M-Z	200	added ('OK')	text/plain	etag:%22ed-5e95289bff42d-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/module_ir.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/module_ir.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_ir.html)
16:28:26	1896991/1896991	---M--	200	added ('OK')	image/png	etag:%221cf21f-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/camera_SV-TAYSH-TQ_shoot.png	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/camera_SV-TAYSH-TQ_shoot.png	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_camera.html)
16:28:27	115028/115028	---M--	200	added ('OK')	image/png	etag:%221c154-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_ir.png	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_ir.png	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_ir.html)
16:28:27	352/352	---M-Z	200	added ('OK')	text/plain	etag:%22160-5e95289bfd4ed-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/module_cooling.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/module_cooling.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_cooling.html)
16:28:27	141924/141924	---M--	200	added ('OK')	image/png	etag:%2222a64-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_ir_remote_info.png	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_ir_remote_info.png	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_ir.html)
16:28:27	89334/89334	---M--	200	added ('OK')	image/jpeg	etag:%2215cf6-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_radiator.en.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_radiator.en.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_cooling.html)
16:28:29	419069/419069	---M--	200	added ('OK')	image/jpeg	etag:%22664fd-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_fan.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_fan.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_cooling.html)
16:28:29	5520/5520	---M-Z	200	added ('OK')	text/plain	etag:%221590-5e95289bb410a-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/faqs.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/faqs.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/faqs.html)
16:28:30	53091/53091	---M--	200	added ('OK')	image/png	etag:%22cf63-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/faqs_android_root.png	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/faqs_android_root.png	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/faqs.html)
